equipment_id,date,operating_hours,idle_hours,total_engine_hours,total_idle_hours,fuel_consumed_liters
CAT-EQ-1002,2026-08-12,7.8,1.8,725.4,208.7,110.2
CAT-EQ-1002,2026-08-13,7.1,2.2,732.5,210.9,126.7
CAT-EQ-1002,2026-08-14,8.1,2.4,740.6,213.3,108.7
CAT-EQ-1002,2026-08-15,4.9,2.1,745.5,215.4,64.0
CAT-EQ-1002,2026-08-16,6.3,0.9,751.8,216.3,110.5
CAT-EQ-1002,2026-08-17,8.3,1.3,760.1,217.6,133.0
CAT-EQ-1002,2026-08-18,8.0,1.0,768.1,218.6,103.6
CAT-EQ-1002,2026-08-19,7.9,1.3,776.0,219.9,96.6
CAT-EQ-1002,2026-08-20,6.6,0.9,782.6,220.8,115.6
CAT-EQ-1002,2026-08-21,5.9,2.1,788.5,222.9,101.6
CAT-EQ-1002,2026-08-22,5.2,1.8,793.7,224.7,74.8
CAT-EQ-1002,2026-08-23,5.5,0.6,799.2,225.3,91.5
CAT-EQ-1002,2026-08-24,5.9,1.5,805.1,226.8,94.9
CAT-EQ-1002,2026-08-25,8.6,1.2,813.7,228.0,104.6
CAT-EQ-1002,2026-08-26,8.8,1.0,822.5,229.0,136.3
CAT-EQ-1002,2026-08-27,9.4,0.6,831.9,229.6,146.4
CAT-EQ-1002,2026-08-28,5.9,2.1,837.8,231.7,86.2
CAT-EQ-1002,2026-08-29,9.4,0.7,847.2,232.4,163.5
CAT-EQ-1002,2026-08-30,5.0,0.6,852.2,233.0,73.1
CAT-EQ-1002,2026-08-31,6.9,2.1,859.1,235.1,111.2
CAT-EQ-1002,2026-09-01,9.2,2.0,868.3,237.1,121.3
CAT-EQ-1003,2026-07-04,9.2,2.3,1192.2,59.3,144.8
CAT-EQ-1003,2026-07-05,7.6,0.7,1199.8,60.0,132.2
CAT-EQ-1003,2026-07-06,6.8,1.8,1206.6,61.8,94.9
CAT-EQ-1003,2026-07-07,7.8,1.6,1214.4,63.4,102.6
CAT-EQ-1003,2026-07-08,7.7,1.3,1222.1,64.7,127.0
CAT-EQ-1003,2026-07-09,5.0,1.6,1227.1,66.3,72.2
CAT-EQ-1003,2026-07-10,8.6,1.1,1235.7,67.4,114.0
CAT-EQ-1003,2026-07-11,8.3,1.7,1244.0,69.1,115.6
CAT-EQ-1003,2026-07-12,6.4,1.9,1250.4,71.0,96.4
CAT-EQ-1003,2026-07-13,8.4,2.4,1258.8,73.4,137.9
CAT-EQ-1003,2026-07-14,7.6,1.1,1266.4,74.5,121.5
CAT-EQ-1003,2026-07-15,7.4,0.7,1273.8,75.2,131.1
CAT-EQ-1003,2026-07-16,5.3,1.1,1279.1,76.3,89.2
CAT-EQ-1003,2026-07-17,4.8,0.6,1283.9,76.9,85.9
CAT-EQ-1003,2026-07-18,7.4,2.0,1291.3,78.9,109.0
CAT-EQ-1003,2026-07-19,8.9,1.7,1300.2,80.6,145.2
CAT-EQ-1003,2026-07-20,6.1,1.3,1306.3,81.9,78.6
CAT-EQ-1003,2026-07-21,7.8,2.3,1314.1,84.2,133.9
CAT-EQ-1003,2026-07-22,8.9,2.1,1323.0,86.3,118.5
CAT-EQ-1003,2026-07-23,8.4,1.9,1331.4,88.2,124.2
CAT-EQ-1003,2026-07-24,7.1,2.3,1338.5,90.5,90.4
CAT-EQ-1003,2026-07-25,4.7,1.4,1343.2,91.9,71.4
CAT-EQ-1003,2026-07-26,7.1,1.1,1350.3,93.0,117.4
CAT-EQ-1003,2026-07-27,6.4,2.1,1356.7,95.1,111.1
CAT-EQ-1003,2026-07-28,6.3,2.3,1363.0,97.4,92.5
CAT-EQ-1003,2026-07-29,4.9,2.2,1367.9,99.6,72.0
CAT-EQ-1003,2026-07-30,8.1,2.2,1376.0,101.8,110.7
CAT-EQ-1003,2026-07-31,8.3,1.5,1384.3,103.3,111.5
CAT-EQ-1003,2026-08-01,6.4,1.9,1390.7,105.2,85.8
CAT-EQ-1003,2026-08-02,5.8,2.3,1396.5,107.5,72.4
CAT-EQ-1003,2026-08-03,4.8,1.3,1401.3,108.8,62.0
CAT-EQ-1003,2026-08-04,5.2,1.3,1406.5,110.1,72.7
CAT-EQ-1003,2026-08-05,6.6,0.6,1413.1,110.7,112.2
CAT-EQ-1003,2026-08-06,6.1,2.0,1419.2,112.7,107.8
CAT-EQ-1003,2026-08-07,4.1,2.3,1423.3,115.0,63.4
CAT-EQ-1003,2026-08-08,6.6,2.4,1429.9,117.4,91.0
CAT-EQ-1003,2026-08-09,6.1,2.3,1436.0,119.7,103.8
CAT-EQ-1003,2026-08-10,7.0,2.0,1443.0,121.7,117.6
CAT-EQ-1003,2026-08-11,8.9,1.5,1451.9,123.2,121.4
CAT-EQ-1003,2026-08-12,6.7,1.3,1458.6,124.5,107.3
CAT-EQ-1003,2026-08-13,8.4,1.9,1467.0,126.4,143.2
CAT-EQ-1003,2026-08-14,9.1,2.5,1476.1,128.9,138.4
CAT-EQ-1003,2026-08-15,9.0,1.7,1485.1,130.6,143.8
CAT-EQ-1003,2026-08-16,4.5,1.4,1489.6,132.0,77.4
CAT-EQ-1003,2026-08-17,5.0,1.0,1494.6,133.0,69.8
CAT-EQ-1003,2026-08-18,6.5,1.2,1501.1,134.2,112.3
CAT-EQ-1003,2026-08-19,5.5,2.4,1506.6,136.6,79.9
CAT-EQ-1003,2026-08-20,8.6,1.4,1515.2,138.0,141.8
CAT-EQ-1003,2026-08-21,4.3,2.4,1519.5,140.4,57.4
CAT-EQ-1003,2026-08-22,4.4,2.4,1523.9,142.8,53.9
CAT-EQ-1003,2026-08-23,4.2,1.0,1528.1,143.8,71.5
CAT-EQ-1003,2026-08-24,7.4,1.0,1535.5,144.8,109.8
CAT-EQ-1003,2026-08-25,4.6,2.4,1540.1,147.2,68.0
CAT-EQ-1003,2026-08-26,5.4,1.2,1545.5,148.4,84.4
CAT-EQ-1003,2026-08-27,9.3,1.9,1554.8,150.3,155.0
CAT-EQ-1003,2026-08-28,4.9,1.1,1559.7,151.4,75.8
CAT-EQ-1003,2026-08-29,9.1,1.7,1568.8,153.1,158.8
CAT-EQ-1003,2026-08-30,6.1,2.4,1574.9,155.5,80.5
CAT-EQ-1003,2026-08-31,7.3,2.2,1582.2,157.7,98.2
CAT-EQ-1003,2026-09-01,7.8,1.1,1590.0,158.8,125.6
CAT-EQ-1004,2026-07-04,8.3,1.2,555.3,185.2,120.9
CAT-EQ-1004,2026-07-05,6.0,1.5,561.3,186.7,84.3
CAT-EQ-1004,2026-07-06,8.7,2.1,570.0,188.8,109.9
CAT-EQ-1004,2026-07-07,9.3,1.8,579.3,190.6,157.8
CAT-EQ-1004,2026-07-08,7.9,1.4,587.2,192.0,129.6
CAT-EQ-1004,2026-07-09,9.3,1.0,596.5,193.0,156.7
CAT-EQ-1004,2026-07-10,7.0,1.5,603.5,194.5,102.3
CAT-EQ-1004,2026-07-11,8.0,1.0,611.5,195.5,136.9
CAT-EQ-1004,2026-07-12,8.6,0.7,620.1,196.2,148.7
CAT-EQ-1004,2026-07-13,5.3,1.4,625.4,197.6,83.0
CAT-EQ-1004,2026-07-14,6.1,0.6,631.5,198.2,104.3
CAT-EQ-1004,2026-07-15,5.0,0.9,636.5,199.1,83.9
CAT-EQ-1004,2026-07-16,5.9,2.3,642.4,201.4,95.6
CAT-EQ-1004,2026-07-17,5.5,0.5,647.9,201.9,97.3
CAT-EQ-1004,2026-07-18,4.5,1.9,652.4,203.8,67.2
CAT-EQ-1004,2026-07-19,8.2,1.9,660.6,205.7,130.2
CAT-EQ-1004,2026-07-20,6.7,2.1,667.3,207.8,84.1
CAT-EQ-1004,2026-07-21,5.2,1.9,672.5,209.7,72.0
CAT-EQ-1004,2026-07-22,7.2,1.4,679.7,211.1,109.3
CAT-EQ-1004,2026-07-23,6.3,2.0,686.0,213.1,88.1
CAT-EQ-1004,2026-07-24,7.9,1.0,693.9,214.1,106.7
CAT-EQ-1004,2026-07-25,4.7,0.9,698.6,215.0,59.8
CAT-EQ-1004,2026-07-26,6.9,2.0,705.5,217.0,90.5
CAT-EQ-1004,2026-07-27,5.2,1.5,710.7,218.5,85.0
CAT-EQ-1004,2026-07-28,9.4,1.5,720.1,220.0,128.8
CAT-EQ-1004,2026-07-29,4.6,0.9,724.7,220.9,61.5
CAT-EQ-1004,2026-07-30,5.0,0.5,729.7,221.4,76.0
CAT-EQ-1004,2026-07-31,5.5,2.4,735.2,223.8,84.3
CAT-EQ-1004,2026-08-01,7.8,0.8,743.0,224.6,134.2
CAT-EQ-1004,2026-08-02,6.7,2.2,749.7,226.8,103.5
CAT-EQ-1004,2026-08-03,6.6,1.4,756.3,228.2,86.5
CAT-EQ-1004,2026-08-04,4.3,2.4,760.6,230.6,63.9
CAT-EQ-1004,2026-08-05,8.5,1.3,769.1,231.9,105.8
CAT-EQ-1004,2026-08-06,7.5,0.6,776.6,232.5,96.7
CAT-EQ-1004,2026-08-07,7.1,1.1,783.7,233.6,127.5
CAT-EQ-1004,2026-08-08,4.7,2.0,788.4,235.6,73.5
CAT-EQ-1004,2026-08-09,8.3,1.0,796.7,236.6,125.6
CAT-EQ-1004,2026-08-10,6.5,1.4,803.2,238.0,111.5
CAT-EQ-1004,2026-08-11,9.4,1.1,812.6,239.1,147.8
CAT-EQ-1004,2026-08-12,7.4,2.0,820.0,241.1,130.9
CAT-EQ-1004,2026-08-13,5.1,0.9,825.1,242.0,81.4
CAT-EQ-1004,2026-08-14,4.9,0.8,830.0,242.8,61.0
CAT-EQ-1004,2026-08-15,4.0,1.4,834.0,244.2,62.3
CAT-EQ-1004,2026-08-16,5.6,1.0,839.6,245.2,91.0
CAT-EQ-1004,2026-08-17,7.9,1.4,847.5,246.6,127.4
CAT-EQ-1004,2026-08-18,9.1,2.1,856.6,248.7,143.3
CAT-EQ-1004,2026-08-19,7.6,2.4,864.2,251.1,110.6
CAT-EQ-1004,2026-08-20,7.0,1.8,871.2,252.9,122.2
CAT-EQ-1004,2026-08-21,8.5,0.6,879.7,253.5,110.5
CAT-EQ-1004,2026-08-22,5.7,2.0,885.4,255.5,87.9
CAT-EQ-1004,2026-08-23,5.6,0.7,891.0,256.2,90.3
CAT-EQ-1004,2026-08-24,7.8,2.4,898.8,258.6,117.0
CAT-EQ-1004,2026-08-25,6.7,0.7,905.5,259.3,82.0
CAT-EQ-1004,2026-08-26,6.4,1.1,911.9,260.4,86.4
CAT-EQ-1004,2026-08-27,4.5,2.4,916.4,262.8,76.6
CAT-EQ-1004,2026-08-28,7.2,2.4,923.6,265.2,129.6
CAT-EQ-1004,2026-08-29,7.7,1.0,931.3,266.2,94.3
CAT-EQ-1004,2026-08-30,8.2,1.4,939.5,267.6,130.5
CAT-EQ-1004,2026-08-31,9.0,0.9,948.5,268.5,139.6
CAT-EQ-1004,2026-09-01,7.5,1.5,956.0,270.0,94.1
CAT-EQ-1005,2026-07-04,5.8,1.8,1017.8,145.8,99.4
CAT-EQ-1005,2026-07-05,5.8,1.9,1023.6,147.7,79.6
CAT-EQ-1005,2026-07-06,9.2,2.1,1032.8,149.8,140.8
CAT-EQ-1005,2026-07-07,6.5,1.1,1039.3,150.9,90.6
CAT-EQ-1005,2026-07-08,9.3,1.3,1048.6,152.2,140.3
CAT-EQ-1005,2026-07-09,9.4,1.8,1058.0,154.0,143.4
CAT-EQ-1005,2026-07-10,6.3,0.9,1064.3,154.9,89.3
CAT-EQ-1005,2026-07-11,8.2,1.8,1072.5,156.7,135.8
CAT-EQ-1005,2026-07-12,5.1,1.6,1077.6,158.3,89.6
CAT-EQ-1005,2026-07-13,6.4,1.9,1084.0,160.2,81.5
CAT-EQ-1005,2026-07-14,9.4,1.7,1093.4,161.9,126.3
CAT-EQ-1005,2026-07-15,4.9,1.6,1098.3,163.5,75.0
CAT-EQ-1005,2026-07-16,4.5,2.5,1102.8,166.0,78.6
CAT-EQ-1005,2026-07-17,6.5,0.7,1109.3,166.7,110.5
CAT-EQ-1005,2026-07-18,6.7,1.9,1116.0,168.6,100.9
CAT-EQ-1005,2026-07-19,5.5,2.2,1121.5,170.8,98.3
CAT-EQ-1005,2026-07-20,5.3,1.6,1126.8,172.4,75.8
CAT-EQ-1005,2026-07-21,9.1,1.5,1135.9,173.9,157.2
CAT-EQ-1005,2026-07-22,8.8,1.1,1144.7,175.0,147.3
CAT-EQ-1005,2026-07-23,6.3,2.4,1151.0,177.4,94.8
CAT-EQ-1005,2026-07-24,8.5,1.1,1159.5,178.5,117.2
CAT-EQ-1005,2026-07-25,7.2,2.5,1166.7,181.0,107.6
CAT-EQ-1005,2026-07-26,4.8,1.6,1171.5,182.6,67.5
CAT-EQ-1005,2026-07-27,7.0,1.6,1178.5,184.2,103.1
CAT-EQ-1005,2026-07-28,5.8,0.9,1184.3,185.1,93.9
CAT-EQ-1005,2026-07-29,7.1,1.0,1191.4,186.1,118.2
CAT-EQ-1005,2026-07-30,4.2,2.0,1195.6,188.1,68.2
CAT-EQ-1005,2026-07-31,8.5,1.3,1204.1,189.4,135.8
CAT-EQ-1005,2026-08-01,8.5,2.5,1212.6,191.9,127.3
CAT-EQ-1005,2026-08-02,4.2,1.5,1216.8,193.4,65.3
CAT-EQ-1005,2026-08-03,8.8,2.2,1225.6,195.6,128.8
CAT-EQ-1005,2026-08-04,6.9,1.4,1232.5,197.0,112.7
CAT-EQ-1005,2026-08-05,6.3,1.8,1238.8,198.8,81.4
CAT-EQ-1005,2026-08-06,6.6,2.4,1245.4,201.2,92.6
CAT-EQ-1005,2026-08-07,7.8,1.8,1253.2,203.0,133.5
CAT-EQ-1005,2026-08-08,8.7,2.2,1261.9,205.2,124.2
CAT-EQ-1005,2026-08-09,5.7,1.9,1267.6,207.1,94.4
CAT-EQ-1005,2026-08-10,8.8,0.6,1276.4,207.7,109.2
CAT-EQ-1005,2026-08-11,7.5,2.3,1283.9,210.0,134.9
CAT-EQ-1005,2026-08-12,8.1,1.4,1292.0,211.4,102.0
CAT-EQ-1005,2026-08-13,7.5,2.2,1299.5,213.6,110.0
CAT-EQ-1005,2026-08-14,7.8,2.3,1307.3,215.9,95.8
CAT-EQ-1005,2026-08-15,8.4,1.1,1315.7,217.0,119.7
CAT-EQ-1005,2026-08-16,4.8,1.6,1320.5,218.6,73.9
CAT-EQ-1005,2026-08-17,8.4,0.8,1328.9,219.4,104.8
CAT-EQ-1005,2026-08-18,8.8,1.7,1337.7,221.1,118.3
CAT-EQ-1005,2026-08-19,9.0,0.8,1346.7,221.9,132.9
CAT-EQ-1005,2026-08-20,5.4,1.0,1352.1,222.9,65.1
CAT-EQ-1005,2026-08-21,8.4,2.3,1360.5,225.2,135.0
CAT-EQ-1005,2026-08-22,4.9,1.4,1365.4,226.6,69.0
CAT-EQ-1005,2026-08-23,7.2,1.8,1372.6,228.4,104.7
CAT-EQ-1005,2026-08-24,5.4,2.2,1378.0,230.6,71.3
CAT-EQ-1005,2026-08-25,6.1,1.5,1384.1,232.1,81.9
CAT-EQ-1005,2026-08-26,7.1,1.6,1391.2,233.7,127.5
CAT-EQ-1005,2026-08-27,5.6,2.5,1396.8,236.2,89.3
CAT-EQ-1005,2026-08-28,5.5,1.6,1402.3,237.8,88.6
CAT-EQ-1005,2026-08-29,8.1,0.6,1410.4,238.4,126.7
CAT-EQ-1005,2026-08-30,6.7,2.3,1417.1,240.7,91.9
CAT-EQ-1005,2026-08-31,8.4,1.7,1425.5,242.4,118.6
CAT-EQ-1005,2026-09-01,7.5,1.7,1433.0,244.1,120.5
CAT-EQ-1006,2026-07-04,4.5,1.8,584.5,201.8,55.1
CAT-EQ-1006,2026-07-05,8.3,0.6,592.8,202.4,117.8
CAT-EQ-1006,2026-07-06,4.7,2.3,597.5,204.7,65.6
CAT-EQ-1006,2026-07-07,6.3,0.9,603.8,205.6,105.3
CAT-EQ-1006,2026-07-08,8.8,1.2,612.6,206.8,132.1
CAT-EQ-1006,2026-07-09,5.5,0.8,618.1,207.6,96.2
CAT-EQ-1006,2026-07-10,9.2,2.4,627.3,210.0,126.7
CAT-EQ-1006,2026-07-11,8.8,2.1,636.1,212.1,130.3
CAT-EQ-1006,2026-07-12,4.4,2.0,640.5,214.1,58.8
CAT-EQ-1006,2026-07-13,7.7,1.8,648.2,215.9,110.8
CAT-EQ-1006,2026-07-14,8.7,1.6,656.9,217.5,109.1
CAT-EQ-1006,2026-07-15,6.2,1.0,663.1,218.5,79.0
CAT-EQ-1006,2026-07-16,6.0,2.0,669.1,220.5,81.4
CAT-EQ-1006,2026-07-17,6.1,1.8,675.2,222.3,86.8
CAT-EQ-1006,2026-07-18,7.7,1.4,682.9,223.7,121.0
CAT-EQ-1006,2026-07-19,9.2,1.2,692.1,224.9,144.1
CAT-EQ-1006,2026-07-20,7.6,1.8,699.7,226.7,112.4
CAT-EQ-1006,2026-07-21,7.9,1.8,707.6,228.5,100.3
CAT-EQ-1006,2026-07-22,4.2,0.6,711.8,229.1,75.5
CAT-EQ-1006,2026-07-23,4.6,1.0,716.4,230.1,70.0
CAT-EQ-1006,2026-07-24,6.1,1.2,722.5,231.3,107.9
CAT-EQ-1006,2026-07-25,7.8,1.6,730.3,232.9,121.1
CAT-EQ-1006,2026-07-26,8.0,2.3,738.3,235.2,127.4
CAT-EQ-1006,2026-07-27,8.6,1.7,746.9,236.9,151.7
CAT-EQ-1006,2026-07-28,5.5,1.9,752.4,238.8,73.2
CAT-EQ-1006,2026-07-29,6.4,1.0,758.8,239.8,90.7
CAT-EQ-1006,2026-07-30,9.4,1.2,768.2,241.0,163.7
CAT-EQ-1006,2026-07-31,7.5,0.6,775.7,241.6,102.4
CAT-EQ-1006,2026-08-01,9.3,2.4,785.0,244.0,157.6
CAT-EQ-1006,2026-08-02,4.5,0.9,789.5,244.9,71.3
CAT-EQ-1006,2026-08-03,9.3,0.6,798.8,245.5,130.2
CAT-EQ-1006,2026-08-04,9.4,2.1,808.2,247.6,124.4
CAT-EQ-1006,2026-08-05,8.6,1.6,816.8,249.2,133.5
CAT-EQ-1006,2026-08-06,8.5,1.0,825.3,250.2,141.5
CAT-EQ-1006,2026-08-07,8.3,1.7,833.6,251.9,113.4
CAT-EQ-1006,2026-08-08,9.4,2.5,843.0,254.4,143.3
CAT-EQ-1006,2026-08-09,8.4,0.7,851.4,255.1,144.5
CAT-EQ-1006,2026-08-10,4.7,1.2,856.1,256.3,78.6
CAT-EQ-1006,2026-08-11,7.2,0.5,863.3,256.8,97.9
CAT-EQ-1006,2026-08-12,4.7,1.3,868.0,258.1,59.6
CAT-EQ-1006,2026-08-13,4.3,1.4,872.3,259.5,60.9
CAT-EQ-1006,2026-08-14,7.3,1.4,879.6,260.9,97.3
CAT-EQ-1006,2026-08-15,7.4,2.0,887.0,262.9,129.1
CAT-EQ-1006,2026-08-16,7.6,1.1,894.6,264.0,120.5
CAT-EQ-1006,2026-08-17,4.2,2.5,898.8,266.5,71.8
CAT-EQ-1006,2026-08-18,6.3,0.7,905.1,267.2,102.5
CAT-EQ-1006,2026-08-19,6.4,2.3,911.5,269.5,89.2
CAT-EQ-1006,2026-08-20,4.8,0.8,916.3,270.3,75.6
CAT-EQ-1006,2026-08-21,7.2,1.9,923.5,272.2,102.9
CAT-EQ-1006,2026-08-22,7.3,1.1,930.8,273.3,109.7
CAT-EQ-1006,2026-08-23,6.4,2.1,937.2,275.4,81.2
CAT-EQ-1006,2026-08-24,7.6,2.3,944.8,277.7,116.3
CAT-EQ-1006,2026-08-25,8.8,1.4,953.6,279.1,152.5
CAT-EQ-1006,2026-08-26,6.3,2.2,959.9,281.3,90.7
CAT-EQ-1006,2026-08-27,8.0,1.1,967.9,282.4,111.0
CAT-EQ-1006,2026-08-28,5.4,2.4,973.3,284.8,87.1
CAT-EQ-1006,2026-08-29,6.6,0.7,979.9,285.5,82.6
CAT-EQ-1006,2026-08-30,6.4,2.0,986.3,287.5,91.1
CAT-EQ-1006,2026-08-31,4.7,0.6,991.0,288.1,83.4
CAT-EQ-1006,2026-09-01,7.1,1.8,998.1,289.9,102.7
CAT-EQ-1007,2026-07-04,9.3,1.7,1175.3,54.7,131.2
