equipment_id,timestamp,latitude,longitude,engine_hours,idle_hours,fuel_level,speed
CAT-EQ-1001,2026-08-20T07:47:16Z,12.971111,77.593707,967.1,51.5,70.4,20.6
CAT-EQ-1001,2026-08-20T08:47:16Z,12.970003,77.592844,967.1,51.7,68.8,0.0
CAT-EQ-1001,2026-08-20T09:47:16Z,12.969987,77.594689,967.1,51.9,66.6,0.0
CAT-EQ-1001,2026-08-20T10:47:16Z,12.973329,77.594493,967.1,52.1,64.8,0.0
CAT-EQ-1001,2026-08-20T11:47:16Z,12.973598,77.595867,967.1,52.3,62.8,0.0
CAT-EQ-1001,2026-08-20T12:47:16Z,12.971024,77.593921,967.1,52.5,62.2,0.0
CAT-EQ-1001,2026-08-20T13:47:16Z,12.973152,77.593155,967.1,52.7,60.4,0.0
CAT-EQ-1001,2026-08-20T14:47:16Z,12.97286,77.594074,967.1,52.9,58.7,0.0
CAT-EQ-1001,2026-08-20T15:47:16Z,12.970352,77.596545,967.1,53.1,57.5,0.0
CAT-EQ-1001,2026-08-20T16:47:16Z,12.969783,77.59583,967.1,53.3,56.4,0.0
CAT-EQ-1001,2026-08-20T17:47:16Z,12.97205,77.592925,967.1,53.5,55.3,0.0
CAT-EQ-1001,2026-08-20T18:47:16Z,12.973028,77.596221,967.1,53.7,53.1,0.0
CAT-EQ-1001,2026-08-20T19:47:16Z,12.97168,77.594888,967.1,53.9,52.3,0.0
CAT-EQ-1001,2026-08-20T20:47:16Z,12.972292,77.594795,967.9,53.9,51.3,17.6
CAT-EQ-1001,2026-08-20T21:47:16Z,12.970564,77.593447,968.7,53.9,49.7,9.2
CAT-EQ-1001,2026-08-20T22:47:16Z,12.970241,77.596316,969.5,53.9,48.0,21.5
CAT-EQ-1001,2026-08-20T23:47:16Z,12.97319,77.593092,970.3,53.9,46.7,24.2
CAT-EQ-1001,2026-08-21T00:47:16Z,12.973088,77.596327,971.1,53.9,45.0,18.4
CAT-EQ-1001,2026-08-21T01:47:16Z,12.972544,77.594127,971.9,53.9,43.3,20.0
CAT-EQ-1001,2026-08-21T02:47:16Z,12.970063,77.592951,972.7,53.9,42.4,19.0
CAT-EQ-1001,2026-08-21T03:47:16Z,12.971071,77.596013,973.5,53.9,41.7,23.5
CAT-EQ-1001,2026-08-21T04:47:16Z,12.972988,77.596519,974.3,53.9,40.3,94.5
CAT-EQ-1001,2026-08-21T05:47:16Z,12.972006,77.593489,975.1,53.9,38.9,14.1
CAT-EQ-1001,2026-08-21T06:47:16Z,12.972949,77.594599,975.9,53.9,36.8,18.5
CAT-EQ-1001,2026-08-21T07:47:16Z,12.972412,77.594996,976.7,53.9,34.9,20.0
CAT-EQ-1001,2026-08-21T08:47:16Z,12.972426,77.594513,976.7,54.1,32.7,0.0
CAT-EQ-1001,2026-08-21T09:47:16Z,12.973525,77.593933,976.7,54.3,31.6,0.0
CAT-EQ-1001,2026-08-21T10:47:16Z,12.972402,77.59281,976.7,54.5,29.7,0.0
CAT-EQ-1001,2026-08-21T11:47:16Z,12.973538,77.595237,976.7,54.7,28.6,0.0
CAT-EQ-1001,2026-08-21T12:47:16Z,12.972312,77.596561,976.7,54.9,27.5,0.0
CAT-EQ-1001,2026-08-21T13:47:16Z,12.972386,77.59338,976.7,55.1,26.5,0.0
CAT-EQ-1001,2026-08-21T14:47:16Z,12.971922,77.59582,976.7,55.3,24.7,0.0
CAT-EQ-1001,2026-08-21T15:47:16Z,12.97015,77.595384,976.7,55.5,23.9,0.0
CAT-EQ-1001,2026-08-21T16:47:16Z,12.972541,77.592637,976.7,55.7,22.2,0.0
CAT-EQ-1001,2026-08-21T17:47:16Z,12.97019,77.596402,976.7,55.9,95.0,0.0
CAT-EQ-1001,2026-08-21T18:47:16Z,12.973497,77.593319,976.7,56.1,94.3,0.0
CAT-EQ-1001,2026-08-21T19:47:16Z,12.973479,77.595108,976.7,56.3,92.8,0.0
CAT-EQ-1001,2026-08-21T20:47:16Z,12.973418,77.595211,977.5,56.3,91.2,5.8
CAT-EQ-1001,2026-08-21T21:47:16Z,12.97306,77.595201,978.3,56.3,89.3,22.3
CAT-EQ-1001,2026-08-21T22:47:16Z,12.971557,77.595275,979.1,56.3,88.7,21.3
CAT-EQ-1001,2026-08-21T23:47:16Z,12.972581,77.595777,979.9,56.3,87.7,5.6
CAT-EQ-1001,2026-08-22T00:47:16Z,12.969998,77.592854,980.7,56.3,86.3,17.1
CAT-EQ-1001,2026-08-22T01:47:16Z,12.971824,77.594746,981.5,56.3,85.7,24.9
CAT-EQ-1001,2026-08-22T02:47:16Z,12.97276,77.593096,982.3,56.3,84.0,17.2
CAT-EQ-1001,2026-08-22T03:47:16Z,12.97032,77.594819,983.1,56.3,82.5,29.1
CAT-EQ-1001,2026-08-22T04:47:16Z,12.97185,77.596006,983.9,56.3,81.7,8.1
CAT-EQ-1001,2026-08-22T05:47:16Z,12.971292,77.596381,984.7,56.3,80.3,29.5
CAT-EQ-1001,2026-08-22T06:47:16Z,12.972237,77.59438,985.5,56.3,78.5,12.5
CAT-EQ-1001,2026-08-22T07:47:16Z,12.971753,77.593439,986.3,56.3,77.4,22.4
CAT-EQ-1001,2026-08-22T08:47:16Z,12.970799,77.595931,986.3,56.5,76.5,0.0
CAT-EQ-1001,2026-08-22T09:47:16Z,12.970114,77.595089,986.3,56.7,75.4,0.0
CAT-EQ-1001,2026-08-22T10:47:16Z,12.9712,77.592933,986.3,56.9,73.4,0.0
CAT-EQ-1001,2026-08-22T11:47:16Z,12.969882,77.595531,986.3,57.1,72.0,0.0
CAT-EQ-1001,2026-08-22T12:47:16Z,12.972229,77.595882,986.3,57.3,70.9,0.0
CAT-EQ-1001,2026-08-22T13:47:16Z,12.971335,77.592704,986.3,57.5,68.7,0.0
CAT-EQ-1001,2026-08-22T14:47:16Z,12.971793,77.592864,986.3,57.7,68.0,0.0
CAT-EQ-1001,2026-08-22T15:47:16Z,12.973075,77.593503,986.3,57.9,67.0,0.0
CAT-EQ-1001,2026-08-22T16:47:16Z,12.97002,77.596303,986.3,58.1,65.9,0.0
CAT-EQ-1001,2026-08-22T17:47:16Z,12.971558,77.594716,986.3,58.3,64.0,0.0
CAT-EQ-1001,2026-08-22T18:47:16Z,12.973186,77.593283,986.3,58.5,62.4,0.0
CAT-EQ-1001,2026-08-22T19:47:16Z,12.973472,77.594727,986.3,58.7,60.7,0.0
CAT-EQ-1001,2026-08-22T20:47:16Z,12.971654,77.593222,987.1,58.7,60.2,26.2
CAT-EQ-1001,2026-08-22T21:47:16Z,12.973498,77.59543,987.9,58.7,58.4,14.5
CAT-EQ-1001,2026-08-22T22:47:16Z,12.972794,77.594609,988.7,58.7,56.3,20.2
CAT-EQ-1001,2026-08-22T23:47:16Z,12.970821,77.596032,989.5,58.7,54.4,15.7
CAT-EQ-1001,2026-08-23T00:47:16Z,12.97252,77.596379,990.3,58.7,53.7,15.2
CAT-EQ-1001,2026-08-23T01:47:16Z,12.973097,77.596449,991.1,58.7,52.4,6.4
CAT-EQ-1001,2026-08-23T02:47:16Z,12.973592,77.596152,991.9,58.7,51.0,17.7
CAT-EQ-1001,2026-08-23T03:47:16Z,12.972457,77.59541,992.7,58.7,49.3,15.1
CAT-EQ-1001,2026-08-23T04:47:16Z,12.973121,77.594712,993.5,58.7,47.4,11.1
CAT-EQ-1001,2026-08-23T05:47:16Z,12.971694,77.5935,994.3,58.7,45.4,20.2
CAT-EQ-1001,2026-08-23T06:47:16Z,12.971116,77.594093,995.1,58.7,44.1,26.0
CAT-EQ-1001,2026-08-23T07:47:16Z,12.970071,77.593797,995.9,58.7,42.3,27.9
CAT-EQ-1001,2026-08-23T08:47:16Z,12.97047,77.593819,995.9,58.9,40.9,0.0
CAT-EQ-1001,2026-08-23T09:47:16Z,12.971452,77.595071,995.9,59.1,40.3,0.0
CAT-EQ-1001,2026-08-23T10:47:16Z,12.971016,77.592621,995.9,59.3,39.3,0.0
CAT-EQ-1001,2026-08-23T11:47:16Z,12.971568,77.592939,995.9,59.5,38.6,0.0
CAT-EQ-1001,2026-08-23T12:47:16Z,12.970223,77.595227,995.9,59.7,37.2,0.0
CAT-EQ-1001,2026-08-23T13:47:16Z,12.970329,77.595846,995.9,59.9,36.0,0.0
CAT-EQ-1001,2026-08-23T14:47:16Z,12.971015,77.594336,995.9,60.1,35.2,0.0
CAT-EQ-1001,2026-08-23T15:47:16Z,12.969761,77.594178,995.9,60.3,34.4,0.0
CAT-EQ-1001,2026-08-23T16:47:16Z,12.971517,77.595261,995.9,60.5,33.6,0.0
CAT-EQ-1001,2026-08-23T17:47:16Z,12.972457,77.5939,995.9,60.7,31.7,0.0
CAT-EQ-1001,2026-08-23T18:47:16Z,12.972972,77.594155,995.9,60.9,29.7,0.0
CAT-EQ-1001,2026-08-23T19:47:16Z,12.9716,77.59567,995.9,61.1,28.9,0.0
CAT-EQ-1001,2026-08-23T20:47:16Z,12.971337,77.593758,996.7,61.1,27.1,22.0
CAT-EQ-1001,2026-08-23T21:47:16Z,12.970598,77.595667,997.5,61.1,25.8,24.0
CAT-EQ-1001,2026-08-23T22:47:16Z,12.972426,77.59584,998.3,61.1,24.9,29.9
CAT-EQ-1001,2026-08-23T23:47:16Z,12.972138,77.593518,999.1,61.1,23.4,17.6
CAT-EQ-1001,2026-08-24T00:47:16Z,12.972066,77.592964,999.9,61.1,22.2,6.0
CAT-EQ-1001,2026-08-24T01:47:16Z,12.970945,77.594517,1000.7,61.1,21.3,15.2
CAT-EQ-1001,2026-08-24T02:47:16Z,12.971004,77.594272,1001.5,61.1,20.3,21.1
CAT-EQ-1001,2026-08-24T03:47:16Z,12.970448,77.594488,1002.3,61.1,95.0,6.2
CAT-EQ-1001,2026-08-24T04:47:16Z,12.970817,77.592988,1003.1,61.1,93.9,7.5
CAT-EQ-1001,2026-08-24T05:47:16Z,12.971046,77.595715,1003.9,61.1,92.1,18.8
CAT-EQ-1001,2026-08-24T06:47:16Z,12.973149,77.593122,1004.7,61.1,91.0,14.3
CAT-EQ-1001,2026-08-24T07:47:16Z,12.970362,77.595419,1005.5,61.1,89.4,8.0
CAT-EQ-1001,2026-08-24T08:47:16Z,12.972501,77.596559,1005.5,61.3,88.3,0.0
CAT-EQ-1001,2026-08-24T09:47:16Z,12.971802,77.59361,1005.5,61.5,87.4,0.0
CAT-EQ-1001,2026-08-24T10:47:16Z,12.97318,77.594394,1005.5,61.7,85.3,0.0
CAT-EQ-1001,2026-08-24T11:47:16Z,12.973325,77.594615,1005.5,61.9,84.1,0.0
CAT-EQ-1001,2026-08-24T12:47:16Z,12.969782,77.594865,1005.5,62.1,83.4,0.0
CAT-EQ-1001,2026-08-24T13:47:16Z,12.972339,77.596081,1005.5,62.3,82.2,0.0
CAT-EQ-1001,2026-08-24T14:47:16Z,12.972717,77.594203,1005.5,62.5,81.0,0.0
CAT-EQ-1001,2026-08-24T15:47:16Z,12.972387,77.596117,1005.5,62.7,80.2,0.0
CAT-EQ-1001,2026-08-24T16:47:16Z,12.970814,77.593481,1005.5,62.9,78.8,0.0
CAT-EQ-1001,2026-08-24T17:47:16Z,12.970553,77.592756,1005.5,63.1,78.2,0.0
CAT-EQ-1001,2026-08-24T18:47:16Z,12.972762,77.59517,1005.5,63.3,77.2,0.0
CAT-EQ-1001,2026-08-24T19:47:16Z,12.97099,77.595021,1005.5,63.5,76.7,0.0
CAT-EQ-1001,2026-08-24T20:47:16Z,12.971233,77.595046,1006.3,63.5,75.0,7.1
CAT-EQ-1001,2026-08-24T21:47:16Z,12.973461,77.593307,1007.1,63.5,74.1,6.4
CAT-EQ-1001,2026-08-24T22:47:16Z,12.970026,77.595583,1007.9,63.5,72.3,18.4
CAT-EQ-1001,2026-08-24T23:47:16Z,12.972867,77.593483,1008.7,63.5,70.9,21.3
CAT-EQ-1001,2026-08-25T00:47:16Z,12.970527,77.595505,1009.5,63.5,70.1,19.5
CAT-EQ-1001,2026-08-25T01:47:16Z,12.973049,77.593355,1010.3,63.5,69.3,27.6
CAT-EQ-1001,2026-08-25T02:47:16Z,12.970311,77.594177,1011.1,63.5,68.5,23.2
CAT-EQ-1001,2026-08-25T03:47:16Z,12.973482,77.593001,1011.9,63.5,66.5,6.7
CAT-EQ-1001,2026-08-25T04:47:16Z,12.969683,77.595906,1012.7,63.5,65.3,23.2
CAT-EQ-1001,2026-08-25T05:47:16Z,12.970171,77.59511,1013.5,63.5,64.7,21.1
CAT-EQ-1001,2026-08-25T06:47:16Z,12.970954,77.59543,1014.3,63.5,62.9,29.2
CAT-EQ-1001,2026-08-25T07:47:16Z,12.970927,77.593218,1015.1,63.5,62.1,17.0
CAT-EQ-1001,2026-08-25T08:47:16Z,12.9729,77.593011,1015.1,63.7,61.4,0.0
CAT-EQ-1001,2026-08-25T09:47:16Z,12.973249,77.592696,1015.1,63.9,60.7,0.0
CAT-EQ-1001,2026-08-25T10:47:16Z,12.973116,77.594139,1015.1,64.1,59.8,0.0
CAT-EQ-1001,2026-08-25T11:47:16Z,12.970041,77.593007,1015.1,64.3,59.0,0.0
CAT-EQ-1001,2026-08-25T12:47:16Z,12.973293,77.596279,1015.1,64.5,58.3,0.0
CAT-EQ-1001,2026-08-25T13:47:16Z,12.971998,77.595318,1015.1,64.7,56.9,0.0
CAT-EQ-1001,2026-08-25T14:47:16Z,12.970994,77.593016,1015.1,64.9,55.0,0.0
CAT-EQ-1001,2026-08-25T15:47:16Z,12.972445,77.592905,1015.1,65.1,53.2,0.0
CAT-EQ-1001,2026-08-25T16:47:16Z,12.970881,77.594162,1015.1,65.3,51.5,0.0
CAT-EQ-1001,2026-08-25T17:47:16Z,12.971911,77.596438,1015.1,65.5,50.9,0.0
CAT-EQ-1001,2026-08-25T18:47:16Z,12.97114,77.593877,1015.1,65.7,50.1,0.0
CAT-EQ-1001,2026-08-25T19:47:16Z,12.970934,77.595809,1015.1,65.9,48.3,0.0
CAT-EQ-1001,2026-08-25T20:47:16Z,12.97173,77.595886,1015.9,65.9,46.9,11.1
CAT-EQ-1001,2026-08-25T21:47:16Z,12.972593,77.595412,1016.7,65.9,45.2,19.5
CAT-EQ-1001,2026-08-25T22:47:16Z,12.97343,77.596284,1017.5,65.9,43.7,5.1
CAT-EQ-1001,2026-08-25T23:47:16Z,12.970779,77.593177,1018.3,65.9,41.8,13.7
CAT-EQ-1001,2026-08-26T00:47:16Z,12.969823,77.593151,1019.1,65.9,39.9,29.3
CAT-EQ-1001,2026-08-26T01:47:16Z,12.971087,77.595406,1019.9,65.9,37.8,22.6
CAT-EQ-1001,2026-08-26T02:47:16Z,12.971061,77.592916,1020.7,65.9,37.2,6.8
CAT-EQ-1001,2026-08-26T03:47:16Z,12.972574,77.595592,1021.5,65.9,36.4,19.2
CAT-EQ-1001,2026-08-26T04:47:16Z,12.972381,77.593747,1022.3,65.9,34.6,12.5
CAT-EQ-1001,2026-08-26T05:47:16Z,12.969643,77.595931,1023.1,65.9,33.2,27.0
CAT-EQ-1001,2026-08-26T06:47:16Z,12.971607,77.595437,1023.9,65.9,31.2,26.9
CAT-EQ-1001,2026-08-26T07:47:16Z,12.970101,77.593447,1024.7,65.9,29.0,8.9
CAT-EQ-1001,2026-08-26T08:47:16Z,12.971837,77.595967,1024.7,66.1,27.3,0.0
CAT-EQ-1001,2026-08-26T09:47:16Z,12.972909,77.593259,1024.7,66.3,25.7,0.0
CAT-EQ-1001,2026-08-26T10:47:16Z,12.969911,77.595013,1024.7,66.5,25.0,0.0
CAT-EQ-1001,2026-08-26T11:47:16Z,12.969861,77.594988,1024.7,66.7,23.6,0.0
CAT-EQ-1001,2026-08-26T12:47:16Z,12.969729,77.593677,1024.7,66.9,22.0,0.0
CAT-EQ-1001,2026-08-26T13:47:16Z,12.969783,77.593858,1024.7,67.1,20.1,0.0
CAT-EQ-1001,2026-08-26T14:47:16Z,12.971193,77.59338,1024.7,67.3,95.0,0.0
CAT-EQ-1001,2026-08-26T15:47:16Z,12.96999,77.594229,1024.7,67.5,93.3,0.0
CAT-EQ-1001,2026-08-26T16:47:16Z,12.971949,77.594128,1024.7,67.7,92.6,0.0
CAT-EQ-1001,2026-08-26T17:47:16Z,12.971452,77.596141,1024.7,67.9,91.8,0.0
CAT-EQ-1001,2026-08-26T18:47:16Z,12.972217,77.595675,1024.7,68.1,89.9,0.0
CAT-EQ-1001,2026-08-26T19:47:16Z,12.972206,77.596321,1024.7,68.3,88.2,0.0
CAT-EQ-1001,2026-08-26T20:47:16Z,12.971324,77.596163,1025.5,68.3,86.2,24.6
CAT-EQ-1001,2026-08-26T21:47:16Z,12.97021,77.595111,1026.3,68.3,85.6,14.7
CAT-EQ-1001,2026-08-26T22:47:16Z,12.973476,77.595726,1027.1,68.3,84.2,25.1
CAT-EQ-1001,2026-08-26T23:47:16Z,12.97072,77.594053,1027.9,68.3,83.4,7.4
CAT-EQ-1001,2026-08-27T00:47:16Z,12.970624,77.596107,1028.7,68.3,82.1,9.5
CAT-EQ-1001,2026-08-27T01:47:16Z,12.973036,77.594204,1029.5,68.3,81.5,8.5
CAT-EQ-1001,2026-08-27T02:47:16Z,12.973408,77.594095,1030.3,68.3,79.6,27.9
CAT-EQ-1001,2026-08-27T03:47:16Z,12.972082,77.595175,1031.1,68.3,77.9,17.6
CAT-EQ-1001,2026-08-27T04:47:16Z,12.973012,77.593763,1031.9,68.3,53.9,11.1
CAT-EQ-1001,2026-08-27T05:47:16Z,12.969974,77.594464,1032.7,68.3,52.6,15.0
CAT-EQ-1001,2026-08-27T06:47:16Z,12.97327,77.59629,1033.5,68.3,50.9,27.5
CAT-EQ-1001,2026-08-27T07:47:16Z,12.971545,77.595409,1034.3,68.3,48.7,10.0
CAT-EQ-1001,2026-08-27T08:47:16Z,12.97148,77.595161,1034.3,68.5,47.9,0.0
CAT-EQ-1001,2026-08-27T09:47:16Z,12.973346,77.594046,1034.3,68.7,46.8,0.0
CAT-EQ-1001,2026-08-27T10:47:16Z,12.973411,77.595335,1034.3,68.9,44.8,0.0
CAT-EQ-1001,2026-08-27T11:47:16Z,12.97122,77.593793,1034.3,69.1,44.2,0.0
CAT-EQ-1001,2026-08-27T12:47:16Z,12.970638,77.595922,1034.3,69.3,42.6,0.0
CAT-EQ-1001,2026-08-27T13:47:16Z,12.970258,77.593997,1034.3,69.5,40.8,0.0
CAT-EQ-1001,2026-08-27T14:47:16Z,12.972387,77.594019,1034.3,69.7,40.0,0.0
CAT-EQ-1001,2026-08-27T15:47:16Z,12.972732,77.594989,1034.3,69.9,95.0,0.0
CAT-EQ-1001,2026-08-27T16:47:16Z,12.973545,77.596356,1034.3,70.1,93.9,0.0
CAT-EQ-1001,2026-08-27T17:47:16Z,12.971435,77.59319,1034.3,70.3,93.2,0.0
CAT-EQ-1001,2026-08-27T18:47:16Z,12.971683,77.592615,1034.3,70.5,92.0,0.0
CAT-EQ-1001,2026-08-27T19:47:16Z,12.973478,77.59299,1034.3,70.7,90.7,0.0
CAT-EQ-1001,2026-08-27T20:47:16Z,12.97111,77.593992,1035.1,70.7,90.0,29.5
CAT-EQ-1001,2026-08-27T21:47:16Z,12.972855,77.592665,1035.9,70.7,66.0,29.3
CAT-EQ-1001,2026-08-27T22:47:16Z,12.971424,77.594242,1036.7,70.7,64.4,17.6
CAT-EQ-1001,2026-08-27T23:47:16Z,12.970303,77.594314,1037.5,70.7,63.7,18.6
CAT-EQ-1001,2026-08-28T00:47:16Z,12.972354,77.59435,1038.3,70.7,61.7,19.9
CAT-EQ-1001,2026-08-28T01:47:16Z,12.972824,77.593015,1039.1,70.7,59.5,20.5
CAT-EQ-1001,2026-08-28T02:47:16Z,12.973309,77.592999,1039.9,70.7,57.8,20.4
CAT-EQ-1001,2026-08-28T03:47:16Z,12.970492,77.594419,1040.7,70.7,56.5,19.5
CAT-EQ-1001,2026-08-28T04:47:16Z,12.973256,77.594252,1041.5,70.7,54.4,9.9
CAT-EQ-1001,2026-08-28T05:47:16Z,12.971099,77.593496,1042.3,70.7,30.4,22.6
CAT-EQ-1001,2026-08-28T06:47:16Z,12.971259,77.593566,1043.1,70.7,28.5,27.0
CAT-EQ-1001,2026-08-28T07:47:16Z,12.972867,77.59588,1043.9,70.7,27.4,15.4
CAT-EQ-1001,2026-08-28T08:47:16Z,12.970567,77.596494,1043.9,70.9,25.2,0.0
CAT-EQ-1001,2026-08-28T09:47:16Z,12.971911,77.593115,1043.9,71.1,23.4,0.0
CAT-EQ-1001,2026-08-28T10:47:16Z,12.971669,77.59435,1043.9,71.3,21.3,0.0
CAT-EQ-1001,2026-08-28T11:47:16Z,12.972737,77.595972,1043.9,71.5,95.0,0.0
CAT-EQ-1001,2026-08-28T12:47:16Z,12.970415,77.592973,1043.9,71.7,92.9,0.0
CAT-EQ-1001,2026-08-28T13:47:16Z,12.97243,77.596282,1043.9,71.9,92.3,0.0
CAT-EQ-1001,2026-08-28T14:47:16Z,12.971415,77.595126,1043.9,72.1,91.6,0.0
CAT-EQ-1001,2026-08-28T15:47:16Z,12.971742,77.593581,1043.9,72.3,90.6,0.0
CAT-EQ-1001,2026-08-28T16:47:16Z,12.9707,77.59634,1043.9,72.5,89.0,0.0
CAT-EQ-1001,2026-08-28T17:47:16Z,12.971437,77.594984,1043.9,72.7,88.3,0.0
CAT-EQ-1001,2026-08-28T18:47:16Z,12.971577,77.594046,1043.9,72.9,87.7,0.0
CAT-EQ-1001,2026-08-28T19:47:16Z,12.969894,77.596437,1043.9,73.1,87.1,0.0
CAT-EQ-1001,2026-08-28T20:47:16Z,12.972834,77.593319,1044.7,73.1,85.1,22.2
CAT-EQ-1001,2026-08-28T21:47:16Z,12.973504,77.596575,1045.5,73.1,84.5,9.5
CAT-EQ-1001,2026-08-28T22:47:16Z,12.973306,77.593371,1046.3,73.1,82.8,20.4
CAT-EQ-1001,2026-08-28T23:47:16Z,12.970059,77.593468,1047.1,73.1,80.8,5.6
CAT-EQ-1001,2026-08-29T00:47:16Z,12.971526,77.596413,1047.9,73.1,79.8,10.5
CAT-EQ-1001,2026-08-29T01:47:16Z,12.971651,77.5942,1048.7,73.1,78.5,18.8
CAT-EQ-1001,2026-08-29T02:47:16Z,12.971171,77.594935,1049.5,73.1,77.5,9.3
CAT-EQ-1001,2026-08-29T03:47:16Z,12.973131,77.594295,1050.3,73.1,76.2,12.8
CAT-EQ-1001,2026-08-29T04:47:16Z,12.971869,77.594096,1051.1,73.1,75.0,25.4
CAT-EQ-1001,2026-08-29T05:47:16Z,12.971947,77.593774,1051.9,73.1,73.6,6.6
CAT-EQ-1001,2026-08-29T06:47:16Z,12.97032,77.593891,1052.7,73.1,73.0,21.1
CAT-EQ-1001,2026-08-29T07:47:16Z,12.972718,77.593089,1053.5,73.1,71.9,13.9
CAT-EQ-1001,2026-08-29T08:47:16Z,12.972781,77.596195,1053.5,73.3,70.6,0.0
CAT-EQ-1001,2026-08-29T09:47:16Z,12.970012,77.593712,1053.5,73.5,69.2,0.0
CAT-EQ-1001,2026-08-29T10:47:16Z,12.973171,77.594287,1053.5,73.7,68.6,0.0
CAT-EQ-1001,2026-08-29T11:47:16Z,12.972811,77.594595,1053.5,73.9,67.8,0.0
CAT-EQ-1001,2026-08-29T12:47:16Z,12.970907,77.594131,1053.5,74.1,67.0,0.0
CAT-EQ-1001,2026-08-29T13:47:16Z,12.973552,77.596247,1053.5,74.3,65.0,0.0
CAT-EQ-1001,2026-08-29T14:47:16Z,12.973272,77.592756,1053.5,74.5,63.0,0.0
CAT-EQ-1001,2026-08-29T15:47:16Z,12.972493,77.593699,1053.5,74.7,61.1,0.0
CAT-EQ-1001,2026-08-29T16:47:16Z,12.972049,77.594173,1053.5,74.9,60.1,0.0
CAT-EQ-1001,2026-08-29T17:47:16Z,12.970086,77.594096,1053.5,75.1,57.9,0.0
CAT-EQ-1001,2026-08-29T18:47:16Z,12.970021,77.593891,1053.5,75.3,57.4,0.0
CAT-EQ-1001,2026-08-29T19:47:16Z,12.973209,77.594076,1053.5,75.5,56.6,0.0
CAT-EQ-1001,2026-08-29T20:47:16Z,12.97274,77.593043,1054.3,75.5,55.7,29.7
CAT-EQ-1001,2026-08-29T21:47:16Z,12.97068,77.593281,1055.1,75.5,53.8,6.9
CAT-EQ-1001,2026-08-29T22:47:16Z,12.973151,77.596463,1055.9,75.5,52.0,16.5
CAT-EQ-1001,2026-08-29T23:47:16Z,12.972245,77.596505,1056.7,75.5,50.5,16.2
CAT-EQ-1001,2026-08-30T00:47:16Z,12.969931,77.594834,1057.5,75.5,49.5,23.3
CAT-EQ-1001,2026-08-30T01:47:16Z,12.973487,77.592841,1058.3,75.5,48.9,21.5
CAT-EQ-1001,2026-08-30T02:47:16Z,12.970435,77.594962,1059.1,75.5,48.2,10.4
CAT-EQ-1001,2026-08-30T03:47:16Z,12.970216,77.594618,1059.9,75.5,46.9,26.5
CAT-EQ-1001,2026-08-30T04:47:16Z,12.971654,77.59572,1060.7,75.5,45.0,10.5
CAT-EQ-1001,2026-08-30T05:47:16Z,12.972194,77.593189,1061.5,75.5,43.0,11.9
CAT-EQ-1001,2026-08-30T06:47:16Z,12.969714,77.595248,1062.3,75.5,42.2,23.6
CAT-EQ-1001,2026-08-30T07:47:16Z,12.970202,77.594609,1063.1,75.5,40.9,11.6
CAT-EQ-1001,2026-08-30T08:47:16Z,12.972194,77.595528,1063.1,75.7,40.3,0.0
CAT-EQ-1001,2026-08-30T09:47:16Z,12.971718,77.594574,1063.1,75.9,38.7,0.0
CAT-EQ-1001,2026-08-30T10:47:16Z,12.970478,77.592813,1063.1,76.1,36.6,0.0
CAT-EQ-1001,2026-08-30T11:47:16Z,12.970506,77.595081,1063.1,76.3,35.9,0.0
CAT-EQ-1001,2026-08-30T12:47:16Z,12.973118,77.593673,1063.1,76.5,34.2,0.0
