equipment_id,timestamp,speed,fuel_level,idle_hours,engine_hours,excessive_speed,rapid_fuel_drop,excessive_idle,anomaly_score,is_anomaly
CAT-EQ-1001,2026-08-20T21:47:16Z,9.2,49.7,53.9,968.7,0,0,0,0.364,0
CAT-EQ-1001,2026-08-20T22:47:16Z,21.5,48.0,53.9,969.5,0,0,0,0.416,0
CAT-EQ-1001,2026-08-20T23:47:16Z,24.2,46.7,53.9,970.3,0,0,0,0.148,0
CAT-EQ-1001,2026-08-21T00:47:16Z,18.4,45.0,53.9,971.1,0,0,0,0.368,0
CAT-EQ-1001,2026-08-21T01:47:16Z,20.0,43.3,53.9,971.9,0,0,0,0.325,0
CAT-EQ-1001,2026-08-21T02:47:16Z,19.0,42.4,53.9,972.7,0,0,0,0.131,0
CAT-EQ-1001,2026-08-21T03:47:16Z,23.5,41.7,53.9,973.5,0,0,0,0.434,0
CAT-EQ-1001,2026-08-21T04:47:16Z,94.5,40.3,53.9,974.3,1,0,0,0.712,1
CAT-EQ-1001,2026-08-21T05:47:16Z,14.1,38.9,53.9,975.1,0,0,0,0.238,0
CAT-EQ-1001,2026-08-21T06:47:16Z,18.5,36.8,53.9,975.9,0,0,0,0.26,0
CAT-EQ-1001,2026-08-21T07:47:16Z,20.0,34.9,53.9,976.7,0,0,0,0.208,0
CAT-EQ-1001,2026-08-21T08:47:16Z,0.0,32.7,54.1,976.7,0,0,0,0.39,0
CAT-EQ-1001,2026-08-21T09:47:16Z,0.0,31.6,54.3,976.7,0,0,0,0.39,0
CAT-EQ-1001,2026-08-21T10:47:16Z,0.0,29.7,54.5,976.7,0,0,0,0.403,0
CAT-EQ-1001,2026-08-21T11:47:16Z,0.0,28.6,54.7,976.7,0,0,0,0.397,0
CAT-EQ-1001,2026-08-21T12:47:16Z,0.0,27.5,54.9,976.7,0,0,0,0.365,0
CAT-EQ-1001,2026-08-21T13:47:16Z,0.0,26.5,55.1,976.7,0,0,0,0.4,0
CAT-EQ-1001,2026-08-21T14:47:16Z,0.0,24.7,55.3,976.7,0,0,0,0.397,0
CAT-EQ-1001,2026-08-21T15:47:16Z,0.0,23.9,55.5,976.7,0,0,0,0.202,0
CAT-EQ-1001,2026-08-21T16:47:16Z,0.0,22.2,55.7,976.7,0,0,0,0.354,0
CAT-EQ-1001,2026-08-21T17:47:16Z,0.0,95.0,55.9,976.7,0,0,0,0.249,0
CAT-EQ-1001,2026-08-21T18:47:16Z,0.0,94.3,56.1,976.7,0,0,0,0.118,0
CAT-EQ-1001,2026-08-21T19:47:16Z,0.0,92.8,56.3,976.7,0,0,0,0.241,0
CAT-EQ-1001,2026-08-21T20:47:16Z,5.8,91.2,56.3,977.5,0,0,0,0.231,0
CAT-EQ-1001,2026-08-21T21:47:16Z,22.3,89.3,56.3,978.3,0,0,0,0.196,0
CAT-EQ-1001,2026-08-21T22:47:16Z,21.3,88.7,56.3,979.1,0,0,0,0.278,0
CAT-EQ-1001,2026-08-21T23:47:16Z,5.6,87.7,56.3,979.9,0,0,0,0.163,0
CAT-EQ-1001,2026-08-22T00:47:16Z,17.1,86.3,56.3,980.7,0,0,0,0.418,0
CAT-EQ-1001,2026-08-22T01:47:16Z,24.9,85.7,56.3,981.5,0,0,0,0.384,0
CAT-EQ-1001,2026-08-22T02:47:16Z,17.2,84.0,56.3,982.3,0,0,0,0.364,0
CAT-EQ-1001,2026-08-22T03:47:16Z,29.1,82.5,56.3,983.1,0,0,0,0.38,0
CAT-EQ-1001,2026-08-22T04:47:16Z,8.1,81.7,56.3,983.9,0,0,0,0.112,0
CAT-EQ-1001,2026-08-22T05:47:16Z,29.5,80.3,56.3,984.7,0,0,0,0.1,0
CAT-EQ-1001,2026-08-22T06:47:16Z,12.5,78.5,56.3,985.5,0,0,0,0.302,0
CAT-EQ-1001,2026-08-22T07:47:16Z,22.4,77.4,56.3,986.3,0,0,0,0.135,0
CAT-EQ-1001,2026-08-22T08:47:16Z,0.0,76.5,56.5,986.3,0,0,0,0.435,0
CAT-EQ-1001,2026-08-22T09:47:16Z,0.0,75.4,56.7,986.3,0,0,0,0.126,0
CAT-EQ-1001,2026-08-22T10:47:16Z,0.0,73.4,56.9,986.3,0,0,0,0.189,0
CAT-EQ-1001,2026-08-22T11:47:16Z,0.0,72.0,57.1,986.3,0,0,0,0.448,0
CAT-EQ-1001,2026-08-22T12:47:16Z,0.0,70.9,57.3,986.3,0,0,0,0.312,0
CAT-EQ-1001,2026-08-22T13:47:16Z,0.0,68.7,57.5,986.3,0,0,0,0.311,0
CAT-EQ-1001,2026-08-22T14:47:16Z,0.0,68.0,57.7,986.3,0,0,0,0.324,0
CAT-EQ-1001,2026-08-22T15:47:16Z,0.0,67.0,57.9,986.3,0,0,0,0.103,0
CAT-EQ-1001,2026-08-22T16:47:16Z,0.0,65.9,58.1,986.3,0,0,0,0.162,0
CAT-EQ-1001,2026-08-22T17:47:16Z,0.0,64.0,58.3,986.3,0,0,0,0.345,0
CAT-EQ-1001,2026-08-22T18:47:16Z,0.0,62.4,58.5,986.3,0,0,0,0.431,0
CAT-EQ-1001,2026-08-22T19:47:16Z,0.0,60.7,58.7,986.3,0,0,0,0.308,0
CAT-EQ-1001,2026-08-22T20:47:16Z,26.2,60.2,58.7,987.1,0,0,0,0.144,0
CAT-EQ-1001,2026-08-22T21:47:16Z,14.5,58.4,58.7,987.9,0,0,0,0.187,0
CAT-EQ-1001,2026-08-22T22:47:16Z,20.2,56.3,58.7,988.7,0,0,0,0.197,0
CAT-EQ-1001,2026-08-22T23:47:16Z,15.7,54.4,58.7,989.5,0,0,0,0.432,0
CAT-EQ-1001,2026-08-23T00:47:16Z,15.2,53.7,58.7,990.3,0,0,0,0.158,0
CAT-EQ-1001,2026-08-23T01:47:16Z,6.4,52.4,58.7,991.1,0,0,0,0.248,0
CAT-EQ-1001,2026-08-23T02:47:16Z,17.7,51.0,58.7,991.9,0,0,0,0.344,0
CAT-EQ-1001,2026-08-23T03:47:16Z,15.1,49.3,58.7,992.7,0,0,0,0.362,0
CAT-EQ-1001,2026-08-23T04:47:16Z,11.1,47.4,58.7,993.5,0,0,0,0.313,0
CAT-EQ-1001,2026-08-23T05:47:16Z,20.2,45.4,58.7,994.3,0,0,0,0.126,0
CAT-EQ-1001,2026-08-23T06:47:16Z,26.0,44.1,58.7,995.1,0,0,0,0.14,0
CAT-EQ-1001,2026-08-23T07:47:16Z,27.9,42.3,58.7,995.9,0,0,0,0.203,0
CAT-EQ-1001,2026-08-23T08:47:16Z,0.0,40.9,58.9,995.9,0,0,0,0.427,0
CAT-EQ-1001,2026-08-23T09:47:16Z,0.0,40.3,59.1,995.9,0,0,0,0.271,0
CAT-EQ-1001,2026-08-23T10:47:16Z,0.0,39.3,59.3,995.9,0,0,0,0.412,0
CAT-EQ-1001,2026-08-23T11:47:16Z,0.0,38.6,59.5,995.9,0,0,0,0.28,0
CAT-EQ-1001,2026-08-23T12:47:16Z,0.0,37.2,59.7,995.9,0,0,0,0.179,0
CAT-EQ-1001,2026-08-23T13:47:16Z,0.0,36.0,59.9,995.9,0,0,0,0.138,0
CAT-EQ-1001,2026-08-23T14:47:16Z,0.0,35.2,60.1,995.9,0,0,0,0.226,0
CAT-EQ-1001,2026-08-23T15:47:16Z,0.0,34.4,60.3,995.9,0,0,0,0.36,0
CAT-EQ-1001,2026-08-23T16:47:16Z,0.0,33.6,60.5,995.9,0,0,0,0.193,0
CAT-EQ-1001,2026-08-23T17:47:16Z,0.0,31.7,60.7,995.9,0,0,0,0.368,0
CAT-EQ-1001,2026-08-23T18:47:16Z,0.0,29.7,60.9,995.9,0,0,0,0.138,0
CAT-EQ-1001,2026-08-23T19:47:16Z,0.0,28.9,61.1,995.9,0,0,0,0.183,0
CAT-EQ-1001,2026-08-23T20:47:16Z,22.0,27.1,61.1,996.7,0,0,0,0.27,0
CAT-EQ-1001,2026-08-23T21:47:16Z,24.0,25.8,61.1,997.5,0,0,0,0.402,0
CAT-EQ-1001,2026-08-23T22:47:16Z,29.9,24.9,61.1,998.3,0,0,0,0.345,0
CAT-EQ-1001,2026-08-23T23:47:16Z,17.6,23.4,61.1,999.1,0,0,0,0.146,0
CAT-EQ-1001,2026-08-24T00:47:16Z,6.0,22.2,61.1,999.9,0,0,0,0.118,0
CAT-EQ-1001,2026-08-24T01:47:16Z,15.2,21.3,61.1,1000.7,0,0,0,0.278,0
CAT-EQ-1001,2026-08-24T02:47:16Z,21.1,20.3,61.1,1001.5,0,0,0,0.212,0
CAT-EQ-1001,2026-08-24T03:47:16Z,6.2,95.0,61.1,1002.3,0,0,0,0.418,0
CAT-EQ-1001,2026-08-24T04:47:16Z,7.5,93.9,61.1,1003.1,0,0,0,0.105,0
CAT-EQ-1001,2026-08-24T05:47:16Z,18.8,92.1,61.1,1003.9,0,0,0,0.285,0
CAT-EQ-1001,2026-08-24T06:47:16Z,14.3,91.0,61.1,1004.7,0,0,0,0.36,0
CAT-EQ-1001,2026-08-24T07:47:16Z,8.0,89.4,61.1,1005.5,0,0,0,0.424,0
CAT-EQ-1001,2026-08-24T08:47:16Z,0.0,88.3,61.3,1005.5,0,0,0,0.171,0
CAT-EQ-1001,2026-08-24T09:47:16Z,0.0,87.4,61.5,1005.5,0,0,0,0.407,0
CAT-EQ-1001,2026-08-24T10:47:16Z,0.0,85.3,61.7,1005.5,0,0,0,0.351,0
CAT-EQ-1001,2026-08-24T11:47:16Z,0.0,84.1,61.9,1005.5,0,0,0,0.108,0
CAT-EQ-1001,2026-08-24T12:47:16Z,0.0,83.4,62.1,1005.5,0,0,0,0.378,0
CAT-EQ-1001,2026-08-24T13:47:16Z,0.0,82.2,62.3,1005.5,0,0,0,0.44,0
CAT-EQ-1001,2026-08-24T14:47:16Z,0.0,81.0,62.5,1005.5,0,0,0,0.195,0
CAT-EQ-1001,2026-08-24T15:47:16Z,0.0,80.2,62.7,1005.5,0,0,0,0.377,0
CAT-EQ-1001,2026-08-24T16:47:16Z,0.0,78.8,62.9,1005.5,0,0,0,0.348,0
CAT-EQ-1001,2026-08-24T17:47:16Z,0.0,78.2,63.1,1005.5,0,0,0,0.152,0
CAT-EQ-1001,2026-08-24T18:47:16Z,0.0,77.2,63.3,1005.5,0,0,0,0.187,0
CAT-EQ-1001,2026-08-24T19:47:16Z,0.0,76.7,63.5,1005.5,0,0,0,0.229,0
CAT-EQ-1001,2026-08-24T20:47:16Z,7.1,75.0,63.5,1006.3,0,0,0,0.214,0
CAT-EQ-1001,2026-08-24T21:47:16Z,6.4,74.1,63.5,1007.1,0,0,0,0.44,0
CAT-EQ-1001,2026-08-24T22:47:16Z,18.4,72.3,63.5,1007.9,0,0,0,0.234,0
CAT-EQ-1001,2026-08-24T23:47:16Z,21.3,70.9,63.5,1008.7,0,0,0,0.194,0
CAT-EQ-1001,2026-08-25T00:47:16Z,19.5,70.1,63.5,1009.5,0,0,0,0.229,0
CAT-EQ-1001,2026-08-25T01:47:16Z,27.6,69.3,63.5,1010.3,0,0,0,0.272,0
CAT-EQ-1001,2026-08-25T02:47:16Z,23.2,68.5,63.5,1011.1,0,0,0,0.313,0
CAT-EQ-1001,2026-08-25T03:47:16Z,6.7,66.5,63.5,1011.9,0,0,0,0.284,0
CAT-EQ-1001,2026-08-25T04:47:16Z,23.2,65.3,63.5,1012.7,0,0,0,0.367,0
CAT-EQ-1001,2026-08-25T05:47:16Z,21.1,64.7,63.5,1013.5,0,0,0,0.105,0
CAT-EQ-1001,2026-08-25T06:47:16Z,29.2,62.9,63.5,1014.3,0,0,0,0.171,0
CAT-EQ-1001,2026-08-25T07:47:16Z,17.0,62.1,63.5,1015.1,0,0,0,0.12,0
CAT-EQ-1001,2026-08-25T08:47:16Z,0.0,61.4,63.7,1015.1,0,0,0,0.204,0
CAT-EQ-1001,2026-08-25T09:47:16Z,0.0,60.7,63.9,1015.1,0,0,0,0.249,0
CAT-EQ-1001,2026-08-25T10:47:16Z,0.0,59.8,64.1,1015.1,0,0,0,0.409,0
CAT-EQ-1001,2026-08-25T11:47:16Z,0.0,59.0,64.3,1015.1,0,0,0,0.435,0
CAT-EQ-1001,2026-08-25T12:47:16Z,0.0,58.3,64.5,1015.1,0,0,0,0.413,0
CAT-EQ-1001,2026-08-25T13:47:16Z,0.0,56.9,64.7,1015.1,0,0,0,0.153,0
CAT-EQ-1001,2026-08-25T14:47:16Z,0.0,55.0,64.9,1015.1,0,0,0,0.421,0
CAT-EQ-1001,2026-08-25T15:47:16Z,0.0,53.2,65.1,1015.1,0,0,0,0.101,0
CAT-EQ-1001,2026-08-25T16:47:16Z,0.0,51.5,65.3,1015.1,0,0,0,0.352,0
CAT-EQ-1001,2026-08-25T17:47:16Z,0.0,50.9,65.5,1015.1,0,0,0,0.197,0
CAT-EQ-1001,2026-08-25T18:47:16Z,0.0,50.1,65.7,1015.1,0,0,0,0.248,0
CAT-EQ-1001,2026-08-25T19:47:16Z,0.0,48.3,65.9,1015.1,0,0,0,0.329,0
CAT-EQ-1001,2026-08-25T20:47:16Z,11.1,46.9,65.9,1015.9,0,0,0,0.235,0
CAT-EQ-1001,2026-08-25T21:47:16Z,19.5,45.2,65.9,1016.7,0,0,0,0.182,0
CAT-EQ-1001,2026-08-25T22:47:16Z,5.1,43.7,65.9,1017.5,0,0,0,0.121,0
CAT-EQ-1001,2026-08-25T23:47:16Z,13.7,41.8,65.9,1018.3,0,0,0,0.399,0
CAT-EQ-1001,2026-08-26T00:47:16Z,29.3,39.9,65.9,1019.1,0,0,0,0.437,0
CAT-EQ-1001,2026-08-26T01:47:16Z,22.6,37.8,65.9,1019.9,0,0,0,0.332,0
CAT-EQ-1001,2026-08-26T02:47:16Z,6.8,37.2,65.9,1020.7,0,0,0,0.127,0
CAT-EQ-1001,2026-08-26T03:47:16Z,19.2,36.4,65.9,1021.5,0,0,0,0.344,0
CAT-EQ-1001,2026-08-26T04:47:16Z,12.5,34.6,65.9,1022.3,0,0,0,0.155,0
CAT-EQ-1001,2026-08-26T05:47:16Z,27.0,33.2,65.9,1023.1,0,0,0,0.338,0
CAT-EQ-1001,2026-08-26T06:47:16Z,26.9,31.2,65.9,1023.9,0,0,0,0.248,0
CAT-EQ-1001,2026-08-26T07:47:16Z,8.9,29.0,65.9,1024.7,0,0,0,0.317,0
CAT-EQ-1001,2026-08-26T08:47:16Z,0.0,27.3,66.1,1024.7,0,0,0,0.386,0
CAT-EQ-1001,2026-08-26T09:47:16Z,0.0,25.7,66.3,1024.7,0,0,0,0.381,0
CAT-EQ-1001,2026-08-26T10:47:16Z,0.0,25.0,66.5,1024.7,0,0,0,0.396,0
CAT-EQ-1001,2026-08-26T11:47:16Z,0.0,23.6,66.7,1024.7,0,0,0,0.365,0
CAT-EQ-1001,2026-08-26T12:47:16Z,0.0,22.0,66.9,1024.7,0,0,0,0.442,0
CAT-EQ-1001,2026-08-26T13:47:16Z,0.0,20.1,67.1,1024.7,0,0,0,0.43,0
CAT-EQ-1001,2026-08-26T14:47:16Z,0.0,95.0,67.3,1024.7,0,0,0,0.363,0
CAT-EQ-1001,2026-08-26T15:47:16Z,0.0,93.3,67.5,1024.7,0,0,0,0.36,0
CAT-EQ-1001,2026-08-26T16:47:16Z,0.0,92.6,67.7,1024.7,0,0,0,0.305,0
CAT-EQ-1001,2026-08-26T17:47:16Z,0.0,91.8,67.9,1024.7,0,0,0,0.133,0
CAT-EQ-1001,2026-08-26T18:47:16Z,0.0,89.9,68.1,1024.7,0,0,0,0.156,0
CAT-EQ-1001,2026-08-26T19:47:16Z,0.0,88.2,68.3,1024.7,0,0,0,0.219,0
CAT-EQ-1001,2026-08-26T20:47:16Z,24.6,86.2,68.3,1025.5,0,0,0,0.371,0
CAT-EQ-1001,2026-08-26T21:47:16Z,14.7,85.6,68.3,1026.3,0,0,0,0.274,0
CAT-EQ-1001,2026-08-26T22:47:16Z,25.1,84.2,68.3,1027.1,0,0,0,0.131,0
CAT-EQ-1001,2026-08-26T23:47:16Z,7.4,83.4,68.3,1027.9,0,0,0,0.131,0
CAT-EQ-1001,2026-08-27T00:47:16Z,9.5,82.1,68.3,1028.7,0,0,0,0.328,0
CAT-EQ-1001,2026-08-27T01:47:16Z,8.5,81.5,68.3,1029.5,0,0,0,0.4,0
CAT-EQ-1001,2026-08-27T02:47:16Z,27.9,79.6,68.3,1030.3,0,0,0,0.339,0
CAT-EQ-1001,2026-08-27T03:47:16Z,17.6,77.9,68.3,1031.1,0,0,0,0.359,0
CAT-EQ-1001,2026-08-27T04:47:16Z,11.1,53.9,68.3,1031.9,0,1,0,0.655,1
CAT-EQ-1001,2026-08-27T05:47:16Z,15.0,52.6,68.3,1032.7,0,0,0,0.325,0
CAT-EQ-1001,2026-08-27T06:47:16Z,27.5,50.9,68.3,1033.5,0,0,0,0.369,0
CAT-EQ-1001,2026-08-27T07:47:16Z,10.0,48.7,68.3,1034.3,0,0,0,0.267,0
CAT-EQ-1001,2026-08-27T08:47:16Z,0.0,47.9,68.5,1034.3,0,0,0,0.212,0
CAT-EQ-1001,2026-08-27T09:47:16Z,0.0,46.8,68.7,1034.3,0,0,0,0.251,0
CAT-EQ-1001,2026-08-27T10:47:16Z,0.0,44.8,68.9,1034.3,0,0,0,0.194,0
CAT-EQ-1001,2026-08-27T11:47:16Z,0.0,44.2,69.1,1034.3,0,0,0,0.349,0
CAT-EQ-1001,2026-08-27T12:47:16Z,0.0,42.6,69.3,1034.3,0,0,0,0.132,0
CAT-EQ-1001,2026-08-27T13:47:16Z,0.0,40.8,69.5,1034.3,0,0,0,0.247,0
CAT-EQ-1001,2026-08-27T14:47:16Z,0.0,40.0,69.7,1034.3,0,0,0,0.343,0
CAT-EQ-1001,2026-08-27T15:47:16Z,0.0,95.0,69.9,1034.3,0,1,0,0.627,1
CAT-EQ-1001,2026-08-27T16:47:16Z,0.0,93.9,70.1,1034.3,0,0,0,0.36,0
CAT-EQ-1001,2026-08-27T17:47:16Z,0.0,93.2,70.3,1034.3,0,0,0,0.403,0
CAT-EQ-1001,2026-08-27T18:47:16Z,0.0,92.0,70.5,1034.3,0,0,0,0.258,0
CAT-EQ-1001,2026-08-27T19:47:16Z,0.0,90.7,70.7,1034.3,0,0,0,0.177,0
CAT-EQ-1001,2026-08-27T20:47:16Z,29.5,90.0,70.7,1035.1,0,0,0,0.433,0
CAT-EQ-1001,2026-08-27T21:47:16Z,29.3,66.0,70.7,1035.9,0,1,0,0.914,1
CAT-EQ-1001,2026-08-27T22:47:16Z,17.6,64.4,70.7,1036.7,0,0,0,0.223,0
CAT-EQ-1001,2026-08-27T23:47:16Z,18.6,63.7,70.7,1037.5,0,0,0,0.162,0
CAT-EQ-1001,2026-08-28T00:47:16Z,19.9,61.7,70.7,1038.3,0,0,0,0.199,0
CAT-EQ-1001,2026-08-28T01:47:16Z,20.5,59.5,70.7,1039.1,0,0,0,0.327,0
CAT-EQ-1001,2026-08-28T02:47:16Z,20.4,57.8,70.7,1039.9,0,0,0,0.255,0
CAT-EQ-1001,2026-08-28T03:47:16Z,19.5,56.5,70.7,1040.7,0,0,0,0.233,0
CAT-EQ-1001,2026-08-28T04:47:16Z,9.9,54.4,70.7,1041.5,0,0,0,0.387,0
CAT-EQ-1001,2026-08-28T05:47:16Z,22.6,30.4,70.7,1042.3,0,1,0,0.699,1
CAT-EQ-1001,2026-08-28T06:47:16Z,27.0,28.5,70.7,1043.1,0,0,0,0.415,0
CAT-EQ-1001,2026-08-28T07:47:16Z,15.4,27.4,70.7,1043.9,0,0,0,0.31,0
CAT-EQ-1001,2026-08-28T08:47:16Z,0.0,25.2,70.9,1043.9,0,0,0,0.167,0
CAT-EQ-1001,2026-08-28T09:47:16Z,0.0,23.4,71.1,1043.9,0,0,0,0.323,0
CAT-EQ-1001,2026-08-28T10:47:16Z,0.0,21.3,71.3,1043.9,0,0,0,0.135,0
CAT-EQ-1001,2026-08-28T11:47:16Z,0.0,95.0,71.5,1043.9,0,0,0,0.32,0
CAT-EQ-1001,2026-08-28T12:47:16Z,0.0,92.9,71.7,1043.9,0,0,0,0.253,0
CAT-EQ-1001,2026-08-28T13:47:16Z,0.0,92.3,71.9,1043.9,0,0,0,0.128,0
CAT-EQ-1001,2026-08-28T14:47:16Z,0.0,91.6,72.1,1043.9,0,0,0,0.225,0
CAT-EQ-1001,2026-08-28T15:47:16Z,0.0,90.6,72.3,1043.9,0,0,0,0.373,0
CAT-EQ-1001,2026-08-28T16:47:16Z,0.0,89.0,72.5,1043.9,0,0,0,0.32,0
CAT-EQ-1001,2026-08-28T17:47:16Z,0.0,88.3,72.7,1043.9,0,0,0,0.137,0
CAT-EQ-1001,2026-08-28T18:47:16Z,0.0,87.7,72.9,1043.9,0,0,0,0.393,0
CAT-EQ-1001,2026-08-28T19:47:16Z,0.0,87.1,73.1,1043.9,0,0,0,0.127,0
CAT-EQ-1001,2026-08-28T20:47:16Z,22.2,85.1,73.1,1044.7,0,0,0,0.104,0
CAT-EQ-1001,2026-08-28T21:47:16Z,9.5,84.5,73.1,1045.5,0,0,0,0.269,0
CAT-EQ-1001,2026-08-28T22:47:16Z,20.4,82.8,73.1,1046.3,0,0,0,0.11,0
CAT-EQ-1001,2026-08-28T23:47:16Z,5.6,80.8,73.1,1047.1,0,0,0,0.215,0
CAT-EQ-1001,2026-08-29T00:47:16Z,10.5,79.8,73.1,1047.9,0,0,0,0.222,0
CAT-EQ-1001,2026-08-29T01:47:16Z,18.8,78.5,73.1,1048.7,0,0,0,0.168,0
CAT-EQ-1001,2026-08-29T02:47:16Z,9.3,77.5,73.1,1049.5,0,0,0,0.368,0
CAT-EQ-1001,2026-08-29T03:47:16Z,12.8,76.2,73.1,1050.3,0,0,0,0.361,0
CAT-EQ-1001,2026-08-29T04:47:16Z,25.4,75.0,73.1,1051.1,0,0,0,0.321,0
CAT-EQ-1001,2026-08-29T05:47:16Z,6.6,73.6,73.1,1051.9,0,0,0,0.389,0
CAT-EQ-1001,2026-08-29T06:47:16Z,21.1,73.0,73.1,1052.7,0,0,0,0.377,0
CAT-EQ-1001,2026-08-29T07:47:16Z,13.9,71.9,73.1,1053.5,0,0,0,0.212,0
CAT-EQ-1001,2026-08-29T08:47:16Z,0.0,70.6,73.3,1053.5,0,0,0,0.297,0
CAT-EQ-1001,2026-08-29T09:47:16Z,0.0,69.2,73.5,1053.5,0,0,0,0.313,0
CAT-EQ-1001,2026-08-29T10:47:16Z,0.0,68.6,73.7,1053.5,0,0,0,0.365,0
CAT-EQ-1001,2026-08-29T11:47:16Z,0.0,67.8,73.9,1053.5,0,0,0,0.447,0
CAT-EQ-1001,2026-08-29T12:47:16Z,0.0,67.0,74.1,1053.5,0,0,0,0.302,0
CAT-EQ-1001,2026-08-29T13:47:16Z,0.0,65.0,74.3,1053.5,0,0,0,0.2,0
CAT-EQ-1001,2026-08-29T14:47:16Z,0.0,63.0,74.5,1053.5,0,0,0,0.326,0
CAT-EQ-1001,2026-08-29T15:47:16Z,0.0,61.1,74.7,1053.5,0,0,0,0.364,0
CAT-EQ-1001,2026-08-29T16:47:16Z,0.0,60.1,74.9,1053.5,0,0,0,0.344,0
CAT-EQ-1001,2026-08-29T17:47:16Z,0.0,57.9,75.1,1053.5,0,0,0,0.316,0
CAT-EQ-1001,2026-08-29T18:47:16Z,0.0,57.4,75.3,1053.5,0,0,0,0.341,0
CAT-EQ-1001,2026-08-29T19:47:16Z,0.0,56.6,75.5,1053.5,0,0,0,0.416,0
CAT-EQ-1001,2026-08-29T20:47:16Z,29.7,55.7,75.5,1054.3,0,0,0,0.432,0
CAT-EQ-1001,2026-08-29T21:47:16Z,6.9,53.8,75.5,1055.1,0,0,0,0.148,0
CAT-EQ-1001,2026-08-29T22:47:16Z,16.5,52.0,75.5,1055.9,0,0,0,0.245,0
CAT-EQ-1001,2026-08-29T23:47:16Z,16.2,50.5,75.5,1056.7,0,0,0,0.213,0
CAT-EQ-1001,2026-08-30T00:47:16Z,23.3,49.5,75.5,1057.5,0,0,0,0.406,0
CAT-EQ-1001,2026-08-30T01:47:16Z,21.5,48.9,75.5,1058.3,0,0,0,0.105,0
